segment_id,segment_type,length,start_pos,fanout,access_count,exact_prefix_reusable,kv_bytes,repeated_prefill_tokens,exact_prefix_reusable_tokens
a61cbbaf98f159b481f9503c,repo,1316,196,15,15,True,75464704,18424,1316
9ea98a3f4796139a4cb96c52,repo,100,1512,14,14,True,5734400,1300,100
788c8a3038165c5c1f66074f,history,29,1612,14,14,True,1662976,377,29
099bea15019cf11f923092f1,repo,150,1641,13,13,True,8601600,1800,150
8d70d631caa05b4fd6f27c8d,history,15,1791,13,13,True,860160,180,15
6b7e90c68c86fa77eb081fdd,repo,71,1806,12,12,True,4071424,781,71
f69afbe9a3c29f77b6de0a19,repo,108,1877,12,12,True,6193152,1188,108
0083c6954479ab569cb1aaa5,repo,217,1985,11,11,True,12443648,2170,217
9dc1ff862419717c54fa40ad,history,206,2202,11,11,True,11812864,2060,206
4ef481fd2bdfc906f919a75e,repo,63,2408,10,10,True,3612672,567,63
bd2fe99661d586dd27bf5cff,history,144,2471,10,10,True,8257536,1296,144
d1bd6d38f542c3150b9aec83,repo,211,2615,9,9,True,12099584,1688,211
da648f19ec9bc62481bd3255,history,607,2826,9,9,True,34807808,4856,607
c1895bd36b79ede4c3a103b9,repo,57,3433,8,8,True,3268608,399,57
5319ad1fdd6a9da65d0aaaff,history,138,3490,8,8,True,7913472,966,138
56a3ed56d8a3a0315a37be85,repo,209,3628,7,7,True,11984896,1254,209
35d699cd8fa4dd08e3ce05a1,repo,312,3837,7,7,True,17891328,1872,312
65113d3be5e26669e3854230,repo,388,4149,6,6,True,22249472,1940,388
75c3d5619031c56234180501,repo,411,4537,6,6,True,23568384,2055,411
6e5590e755a8a96bc21481e8,repo,249,4948,5,5,True,14278656,996,249
622c94850c5a2f29516a5347,repo,250,5197,5,5,True,14336000,1000,250
80eb68d6202841ad6b8ccba2,repo,258,5447,4,4,True,14794752,774,258
2dfeb02bb8146745682c2c6b,history,510,5705,4,4,True,29245440,1530,510
9364c113946c89d7130b329e,repo,75,6215,3,3,True,4300800,150,75
699d9609e860289414e858ea,history,15,6290,3,3,True,860160,30,15
6967cc62ace57a8a09e90e38,repo,236,6305,2,2,True,13533184,236,236
cd124483e541f4382b825928,history,500,6541,2,2,True,28672000,500,500
e94a44a928b40b0c26dc441c,repo,74,7041,1,1,True,4243456,0,0
8313c5c39cd73f5e8e85e6f7,history,15,7115,1,1,True,860160,0,0
aa269434f61d2d0d970f8caf,repo,1458,196,15,15,True,83607552,20412,1458
ca26d01f5b6ab60b08daf3e1,repo,92,1654,14,14,True,5275648,1196,92
a092ffc82cad1c416f83fce6,history,37,1746,14,14,True,2121728,481,37
39e365d3f34f4e2fd62b5d0c,repo,42,1783,13,13,True,2408448,504,42
1c36dcd5855db62ecefd1198,history,918,1825,13,13,True,52641792,11016,918
40db5e56e6d529f69100fa22,repo,72,2743,12,12,True,4128768,792,72
9b4c80fd4ff1925c59a88b76,history,15,2815,12,12,True,860160,165,15
4551400fc65b9c16360d02a2,repo,48,2830,11,11,True,2752512,480,48
78d5b69b23822fb135e101ed,history,39,2878,11,11,True,2236416,390,39
bfc973c5b88b4d56e658064c,repo,56,2917,10,10,True,3211264,504,56
4e09ad795a4b9f6d52b07aa7,history,917,2973,10,10,True,52584448,8253,917
a2223b6ed47683d6cacff7cb,repo,60,3890,9,9,True,3440640,480,60
e881f17f5db449004635f21e,history,39,3950,9,9,True,2236416,312,39
0eebbb74dae9be22f41887aa,repo,68,3989,8,8,True,3899392,476,68
f3052940375c109388a6641e,history,39,4057,8,8,True,2236416,273,39
d577c3bafda5333fb123888d,repo,59,4096,7,7,True,3383296,354,59
50e8b37a3007d08e423cb94d,history,917,4155,7,7,True,52584448,5502,917
ffe66a16048c6147e443ee52,repo,64,5072,6,6,True,3670016,320,64
b979a750141bd9d86f1acc7e,history,39,5136,6,6,True,2236416,195,39
08186d268eb5b32d3adf09c8,repo,59,5175,5,5,True,3383296,236,59
58f8144da1d49e3ce673c1aa,history,917,5234,5,5,True,52584448,3668,917
24e6515bc00b9b3294dad824,repo,64,6151,4,4,True,3670016,192,64
e8b87f4ca4e4a81ae40d16dd,history,39,6215,4,4,True,2236416,117,39
1ce8a5a9b57daded6d31a250,repo,59,6254,3,3,True,3383296,118,59
3b651b053906799a4fdc932f,history,917,6313,3,3,True,52584448,1834,917
fe0f855304b67304dd5f4470,repo,64,7230,2,2,True,3670016,64,64
bb820c547fa2a1eadbb00045,history,39,7294,2,2,True,2236416,39,39
0a53b981247179a76ab79fd4,repo,59,7333,1,1,True,3383296,0,0
2b5947c0bda78abb2c9d8950,history,917,7392,1,1,True,52584448,0,0
5cff08f7e2b8a9ede110eeb5,repo,1902,196,15,15,True,109068288,26628,1902
756c58696e72e10355bb7c5e,repo,98,2098,14,14,True,5619712,1274,98
b7c42d73679d3378c1d8ac33,history,32,2196,14,14,True,1835008,416,32
24a3ad7983a0f988bf29ff44,repo,58,2228,13,13,True,3325952,696,58
d4b8aa9033f9fdd3b2fcd5a0,history,918,2286,13,13,True,52641792,11016,918
c45e3799d6a45f896c2c35e3,repo,78,3204,12,12,True,4472832,858,78
b66ad23194f3c8e004d9d825,repo,5380,3282,12,12,True,308510720,59180,5380
26ed50135a3848c88f181686,repo,85,8662,11,11,True,4874240,850,85
16bb6c4225e316bb0d944dd5,history,15,8747,11,11,True,860160,150,15
2dfc42dc854c970bdeb2eba8,repo,157,8762,10,10,True,9003008,1413,157
fa97426085abcac6cd677cfd,history,30,8919,10,10,True,1720320,270,30
f204a092700132d6f02441b6,repo,94,8949,9,9,True,5390336,752,94
bb64cc5e9e67efe3872f8ea4,history,15,9043,9,9,True,860160,120,15
0c800139a643e72c543473f2,repo,141,9058,8,8,True,8085504,987,141
7186c988a68f484b9aa822ee,history,918,9199,8,8,True,52641792,6426,918
3dca83fbdeb2eb6ea43f8940,repo,107,10117,7,7,True,6135808,642,107
12518bd105682823a9c0c61a,history,15,10224,7,7,True,860160,90,15
651968e54bf7cf10fdffd530,repo,141,10239,6,6,True,8085504,705,141
f362908c3a0fa4765bcd3303,history,918,10380,6,6,True,52641792,4590,918
1f81b686e6e71c230b5a842d,repo,107,11298,5,5,True,6135808,428,107
25d99a78ecadfc2639ba9dd9,history,15,11405,5,5,True,860160,60,15
4f9b96eecc01d0c018c11446,repo,141,11420,4,4,True,8085504,423,141
db72916cfdcc3375e2cc7d05,history,918,11561,4,4,True,52641792,2754,918
894390e68662c55545584855,repo,107,12479,3,3,True,6135808,214,107
8fbdc4219a8162778511e45a,history,15,12586,3,3,True,860160,30,15
46b9ad313b72f1f1092bcdaa,repo,141,12601,2,2,True,8085504,141,141
69749c23cd187c94807e4328,history,918,12742,2,2,True,52641792,918,918
fe3cc622830a4233cfa52e63,repo,107,13660,1,1,True,6135808,0,0
254bbb44962f75f38c5c3c6e,history,15,13767,1,1,True,860160,0,0
