segment_id,segment_type,length,start_pos,fanout,access_count,exact_prefix_reusable,kv_bytes,repeated_prefill_tokens,exact_prefix_reusable_tokens
0466eae33001d677400a9d66,history,15,2559,2,2,True,860160,15,15
b5c2e08e44ed3dc57dfbffc5,repo,52,2574,1,1,True,2981888,0,0
b0d741d0c7ff64af041602b6,history,15,2626,1,1,True,860160,0,0
8d7cad73a8dd8c2438f8999d,repo,70,1690,9,9,True,4014080,560,70
330d98799d8ada1bb293435e,repo,2559,1760,9,9,True,146743296,20472,2559
5c62255211a4e9c478d4d8ea,repo,103,4319,8,8,True,5906432,721,103
322dce505b2e0540bf5d5350,repo,2583,4422,8,8,True,148119552,18081,2583
b451d24a9235521e1184f7a7,repo,101,7005,7,7,True,5791744,606,101
3afefd0b994820e401d98a23,repo,2466,7106,7,7,True,141410304,14796,2466
e099d173ecb93796868ca3e4,repo,125,9572,6,6,True,7168000,625,125
6a1ecde1baf3468bc7f46a5c,history,15,9697,6,6,True,860160,75,15
dabe6dd45a55ff2daa9a6aaf,repo,137,9712,5,5,True,7856128,548,137
dd119f9b84c178405bbc6a7c,repo,28,9849,5,5,True,1605632,112,28
1721bd5e2241e6939b6c3567,repo,98,9877,4,4,True,5619712,294,98
c77ffa16f8e48e4086aaf546,history,15,9975,4,4,True,860160,45,15
7c23f806d887f7c7c8987f61,repo,154,9990,3,3,True,8830976,308,154
8f2256fce673c95f1d03ea85,repo,2466,10144,3,3,True,141410304,4932,2466
005564eb4ba7bef10f609fd9,repo,158,12610,2,2,True,9060352,158,158
aee912d97069064e2cb91d65,repo,28,12768,2,2,True,1605632,28,28
24b58c30afe93248c2008edf,repo,95,12796,1,1,True,5447680,0,0
5ae146caf3f5eb28d4f67de0,repo,2466,12891,1,1,True,141410304,0,0
6da26385615d4a199ec46c94,repo,1397,111,38,38,True,80109568,51689,1397
c60d65f3e8e6cbeef6e4d4b3,repo,78,1508,9,9,True,4472832,624,78
6164ece1064b2847e7074597,repo,38,1586,9,9,True,2179072,304,38
cb43acf589a365ed9615c20d,repo,56,1624,8,8,True,3211264,392,56
7010d0b5fe7403b0cc69b2ae,history,29,1680,8,8,True,1662976,203,29
06a95ee5b8d6342b287995da,repo,47,1709,7,7,True,2695168,282,47
47ff6477e61c62b69a0c0d4a,history,29,1756,7,7,True,1662976,174,29
3c3bd51981a632d2dfcc8119,repo,56,1785,6,6,True,3211264,280,56
d654dc9deb04c3e5dc7d9830,repo,2626,1841,6,6,True,150585344,13130,2626
ce1b03f050fc293d39c1a342,repo,73,4467,5,5,True,4186112,292,73
8b44b2e2d9f1c774e44b4ace,repo,38,4540,5,5,True,2179072,152,38
e1a0cc7e4b2796f4da084b32,repo,56,4578,4,4,True,3211264,168,56
7d831c6cfd0cee88927a3b14,history,29,4634,4,4,True,1662976,87,29
d0b530fa0c822d6a72cc223c,repo,47,4663,3,3,True,2695168,94,47
5e2f7f5055688709319eed38,history,29,4710,3,3,True,1662976,58,29
4bb76b771cb00c239e1ccd95,repo,56,4739,2,2,True,3211264,56,56
c3df5614203a8bdacec3c4ba,repo,2626,4795,2,2,True,150585344,2626,2626
9590088a0577ee85ba56fd7c,repo,73,7421,1,1,True,4186112,0,0
ef529164364d3cdbf0c51ddc,repo,38,7494,1,1,True,2179072,0,0
db1965a6830f4c688576f39f,repo,63,1508,9,9,True,3612672,504,63
d19acd1a0aed9db698b902ac,repo,38,1571,9,9,True,2179072,304,38
7448b501e63c1c2a7d316d5c,repo,54,1609,8,8,True,3096576,378,54
a1b30e5a5f6e2087baf5919f,history,29,1663,8,8,True,1662976,203,29
70b645e301c5ef01bd1df652,repo,49,1692,7,7,True,2809856,294,49
81cb8895ebd9c9880a125fa1,history,29,1741,7,7,True,1662976,174,29
d78a9e2e74408d1f5b969b07,repo,59,1770,6,6,True,3383296,295,59
f1b7feb890e928f6dfe5c25d,repo,2626,1829,6,6,True,150585344,13130,2626
78e2dcf925f5cf7b9088f661,repo,189,4455,5,5,True,10838016,756,189
eb5c5dd515e45993cf878a6f,history,15,4644,5,5,True,860160,60,15
b1e332c21e3fa9f7d9498910,repo,47,4659,4,4,True,2695168,141,47
a472e0920c9fc90494b1e2d4,history,29,4706,4,4,True,1662976,87,29
d6acd15144f64fe754203335,repo,35,4735,3,3,True,2007040,70,35
ebbfc229d653d2ff0cac8882,history,432,4770,3,3,True,24772608,864,432
7a1e47608b511d3b8e45f1c4,repo,42,5202,2,2,True,2408448,42,42
1a662ea7079e87e692ca4a5d,test_log,89,5244,2,2,True,5103616,89,89
2871f514a9eada134359eff2,repo,62,5333,1,1,True,3555328,0,0
c333971a1479499bb775e048,history,29,5395,1,1,True,1662976,0,0
09376c75785d86ca233d20a9,repo,74,1508,9,9,True,4243456,592,74
3d986b4bacfbd3472bf8b964,repo,390,1582,9,9,True,22364160,3120,390
1aea86adbdb5774f0d937a5b,repo,64,1972,8,8,True,3670016,448,64
5fa0804ac00ba63db36287ce,history,29,2036,8,8,True,1662976,203,29
3c623f45942b4e134c98d70c,repo,51,2065,7,7,True,2924544,306,51
55d207f1af08a1b38eb79fea,history,29,2116,7,7,True,1662976,174,29
34b69f6144330a95479c6542,repo,63,2145,6,6,True,3612672,315,63
57045ec0c6dbc467b56b87bf,repo,2626,2208,6,6,True,150585344,13130,2626
b43caa75d2ad604aa84c3d28,repo,47,4834,5,5,True,2695168,188,47
9e6f05bdadbdc647775326a9,history,29,4881,5,5,True,1662976,116,29
957347de5fd9050c1476ee41,repo,35,4910,4,4,True,2007040,105,35
90befb28b96be00b06ff88e9,history,29,4945,4,4,True,1662976,87,29
20a2112dfb8ce1f05f770a17,repo,64,4974,3,3,True,3670016,128,64
fe498f573e6eca485a0af75b,repo,2626,5038,3,3,True,150585344,5252,2626
6ba7de7e4a36b41fc95d2317,repo,47,7664,2,2,True,2695168,47,47
2ae2502a061b761d43bdecc1,history,29,7711,2,2,True,1662976,29,29
b8078c40ef2d10ce90f0a5ba,repo,35,7740,1,1,True,2007040,0,0
b29da49d16383d025704d06c,history,29,7775,1,1,True,1662976,0,0
8bea67aa6029d963de391d6a,repo,87,1508,7,7,True,4988928,522,87
94fd9f058669ce23152ae431,repo,132,1595,7,7,True,7569408,792,132
294319b3060c667c9a39425a,repo,60,1727,6,6,True,3440640,300,60
21a59da884e5eba83059bfd4,history,29,1787,6,6,True,1662976,145,29
70915e900a1a1567442e54b8,repo,47,1816,5,5,True,2695168,188,47
cccb80dcfc0c937d3d3b07d9,history,29,1863,5,5,True,1662976,116,29
1ba517bb625d1bcd7815634e,repo,91,1892,4,4,True,5218304,273,91
14de87cf95bb7c2472cabf1f,history,15,1983,4,4,True,860160,45,15
354dabd8a4d3d6f6c9376f28,repo,113,1998,3,3,True,6479872,226,113
53c1cfc4c2830687cc401e11,history,35,2111,3,3,True,2007040,70,35
b924098c900f6a1824a3b716,repo,60,2146,2,2,True,3440640,60,60
2c25b483c4f6674342a4cad5,history,15,2206,2,2,True,860160,15,15
bf8d543d98d48677d5291683,repo,38,2221,1,1,True,2179072,0,0
98d3f3ee6562ef81d9c8b128,history,15,2259,1,1,True,860160,0,0
e5a380269fed59fd26f3d3cd,repo,1726,111,40,40,True,98975744,67314,1726
60cf8231a5890385a2b4fbe1,repo,179,1837,9,9,True,10264576,1432,179
f86032100b29a8b565c3f1b7,repo,149,2016,9,9,True,8544256,1192,149
38b5c0d8cad29c5e229d6518,repo,59,2165,8,8,True,3383296,413,59
508e64ec070be64cddfb7833,history,31,2224,8,8,True,1777664,217,31
34c4a3db174525fdf02a5bf1,repo,53,2255,7,7,True,3039232,318,53
1380059cc56a5901be5f4a0a,history,37,2308,7,7,True,2121728,222,37
2e1163f03c59ad2bd9597d76,repo,42,2345,6,6,True,2408448,210,42
8c0484270e7e64652dd30538,history,917,2387,6,6,True,52584448,4585,917
15b2d178f97d10eeb7150bba,repo,148,3304,5,5,True,8486912,592,148
cf0903808addcf6d5dad342b,repo,80,3452,5,5,True,4587520,320,80
f8802a105e9d3e08095c891c,repo,54,3532,4,4,True,3096576,162,54
4c833d366239daef1b083a8c,history,29,3586,4,4,True,1662976,87,29
eb886d1ca846c9d3db09298d,repo,55,3615,3,3,True,3153920,110,55
37a892f029cd4f806e936101,history,37,3670,3,3,True,2121728,74,37
969408e711f18d5ffae9989f,repo,42,3707,2,2,True,2408448,42,42
debe43c0caf99f640c96c896,history,917,3749,2,2,True,52584448,917,917
444186c7b2a1d1348175d7e9,repo,148,4666,1,1,True,8486912,0,0
6571b5bce9987d4a87426d95,repo,80,4814,1,1,True,4587520,0,0
701257f94314131282146817,repo,108,1837,9,9,True,6193152,864,108
7a608ae0fab3caa981781c89,repo,71,1945,9,9,True,4071424,568,71
4894ccee8179835fb35bbd7c,repo,60,2016,8,8,True,3440640,420,60
b4e82d8df126c77c40767cc2,history,30,2076,8,8,True,1720320,210,30
740ff647846a44e3e2b211c4,repo,49,2106,7,7,True,2809856,294,49
228a57d29e7250d2b80da16f,history,917,2155,7,7,True,52584448,5502,917
8dae59ebe81f4e0895c58c56,repo,81,3072,6,6,True,4644864,405,81
2ccd88be3f42de1e7b190e0f,repo,70,3153,6,6,True,4014080,350,70
641f835b4788e78afe1b76a3,repo,56,3223,5,5,True,3211264,224,56
bc1c5ee421fa9505757c4970,history,27,3279,5,5,True,1548288,108,27
4cebb9630e7c634c94327eb9,repo,211,3306,4,4,True,12099584,633,211
e259be72241cc7addbff86d7,history,15,3517,4,4,True,860160,45,15
0c5a8efcd13d5d3357665547,repo,86,3532,3,3,True,4931584,172,86
6b4f35f043c50386665bb7b7,repo,55,3618,3,3,True,3153920,110,55
cf9ee3001040a29d9c3e9c1d,repo,59,3673,2,2,True,3383296,59,59
b0f279137729464d06ac2846,history,29,3732,2,2,True,1662976,29,29
2386658d04ffb92b11ebe244,repo,54,3761,1,1,True,3096576,0,0
57dd853ec300699f0621d802,history,1656,3815,1,1,True,94961664,0,0
d54d3579d755ae030a95954a,repo,95,1837,9,9,True,5447680,760,95
a137edc6ac05ef7bf9842ec2,history,31,1932,9,9,True,1777664,248,31
32440822a02cbcc78f57d15a,repo,56,1963,8,8,True,3211264,392,56
c4993895382f7d8ce8bd64d1,history,917,2019,8,8,True,52584448,6419,917
c85124e2f68d94eb6a0628a0,repo,60,2936,7,7,True,3440640,360,60
56e72eb0224938ee0dcd3cfd,history,31,2996,7,7,True,1777664,186,31
b5f3cc8d32247fc8672a5e79,repo,56,3027,6,6,True,3211264,280,56
6923732e7abe3cc0a9331954,repo,5380,3083,6,6,True,308510720,26900,5380
6580dbf0812ef233652ad041,repo,60,8463,5,5,True,3440640,240,60
06178c79d6b94d9bcd0a2d84,history,31,8523,5,5,True,1777664,124,31
ddf2de759acbf41fb0c6a961,repo,50,8554,4,4,True,2867200,150,50
5613c4e8d3831f8848b36f89,repo,5380,8604,4,4,True,308510720,16140,5380
88e3871aae7d61010060920a,repo,50,13984,3,3,True,2867200,100,50
36e0f5419bd6e2878bcad46e,repo,5380,14034,3,3,True,308510720,10760,5380
1e9298577fc3138fd3b30e06,repo,50,19414,2,2,True,2867200,50,50
b60cad612d52700e1f0cce42,repo,5380,19464,2,2,True,308510720,5380,5380
abe5347b0764d9b175b2151f,repo,50,24844,1,1,True,2867200,0,0
364bf77911323150d9d307ab,repo,5380,24894,1,1,True,308510720,0,0
26ae8da99cfcf7b09cbb4fc1,repo,139,1837,9,9,True,7970816,1112,139
81422f5244da889ffafcf92e,history,113,1976,9,9,True,6479872,904,113
25bde5854bb31619dcfa56f6,repo,105,2089,8,8,True,6021120,735,105
8a53138c01dc306584904314,history,113,2194,8,8,True,6479872,791,113
b4fc3fcf9e317fef68fac3a4,repo,111,2307,7,7,True,6365184,666,111
48037f1453585f40c71de770,history,32,2418,7,7,True,1835008,192,32
94be2deec2c74a5d958d53f7,repo,61,2450,6,6,True,3497984,305,61
3d18556bfb53a88529429edc,history,917,2511,6,6,True,52584448,4585,917
368362fdc6a9deb0a3840ab9,repo,109,3428,5,5,True,6250496,436,109
a62a7ba52e5ab3842670d4a8,history,62,3537,5,5,True,3555328,248,62
cc28cf8ed87e3fcef9488a74,repo,106,3599,4,4,True,6078464,318,106
e162cfa5c5bc34cbf18ef1eb,history,63,3705,4,4,True,3612672,189,63
919e77fd1034c102352fe386,repo,116,3768,3,3,True,6651904,232,116
614733b85d8b63d8433e49bb,history,32,3884,3,3,True,1835008,64,32
615abfefae73b21acdfeff6e,repo,64,3916,2,2,True,3670016,64,64
8485c3ed5bb9b451403c8750,repo,5380,3980,2,2,True,308510720,5380,5380
5923527d0d29a9e4ba8969af,repo,118,9360,1,1,True,6766592,0,0
c643962abe7092a287af5c36,history,32,9478,1,1,True,1835008,0,0
327cb20ddd9ea3e374d171de,repo,1361,111,40,40,True,78045184,53079,1361
8eb412e183cb19afe3f464ed,repo,102,1472,9,9,True,5849088,816,102
715bce3af53320ab1f59c142,history,29,1574,9,9,True,1662976,232,29
bd03e4d5270d97a3b1643d74,repo,68,1603,8,8,True,3899392,476,68
5ea95f90d384d8e90ec01485,history,917,1671,8,8,True,52584448,6419,917
0cab4d1403dfea10dcc4dfc5,repo,59,2588,7,7,True,3383296,354,59
46c2f048b36899754c4411f6,history,646,2647,7,7,True,37044224,3876,646
6b99c98da436b552e47ef0d7,repo,51,3293,6,6,True,2924544,255,51
d3145fb44a50e77b6550f80f,history,31,3344,6,6,True,1777664,155,31
39f2a6982a9f98078c2a48e5,repo,59,3375,5,5,True,3383296,236,59
c7240c082b1287c22205b289,history,31,3434,5,5,True,1777664,124,31
b814b10ce0cf1e6b46c3eaae,repo,96,3465,4,4,True,5505024,288,96
77a9be26cf7a36c71ed49841,repo,5380,3561,4,4,True,308510720,16140,5380
c3461347a4d44bb023785b6a,repo,113,8941,3,3,True,6479872,226,113
94430a52989da23d3bbf4eba,history,32,9054,3,3,True,1835008,64,32
31048ae0350f7c93b963c286,repo,92,9086,2,2,True,5275648,92,92
accb1cd151375936a497aa4d,history,31,9178,2,2,True,1777664,31,31
05f350fcb2731819c62f87e7,repo,96,9209,1,1,True,5505024,0,0
4617152eb1290a0f3dbdf2bf,history,32,9305,1,1,True,1835008,0,0
5cb826c1cb1f4aa09c743e7e,repo,105,1472,9,9,True,6021120,840,105
ba8b318c8a0b02ba06bfb94c,repo,2510,1577,9,9,True,143933440,20080,2510
080a31858313a0ec4b094840,repo,117,4087,8,8,True,6709248,819,117
c810da5ec2f6c8dd5ff8b63b,patch,2334,4204,8,8,False,133840896,16338,0
2c7bec2bb740b7ee41c9ccb4,repo,138,6538,7,7,True,7913472,828,138
9719ab3769f48a8c5d1c56a6,history,15,6676,7,7,True,860160,90,15
81874075f75ae4bac92af13c,repo,189,6691,6,6,True,10838016,945,189
16f08ce3e8879bd387bfa66d,history,39,6880,6,6,True,2236416,195,39
d46563156081f9fa6f67aaef,repo,66,6919,5,5,True,3784704,264,66
8876836422bd6b2c7dde8c94,history,946,6985,5,5,True,54247424,3784,946
c7c46a4e94ccf1efc2fa14fd,repo,129,7931,4,4,True,7397376,387,129
873e3ede92e26f60b757b6c4,history,40,8060,4,4,True,2293760,120,40
629ff49bf40a18eea6427ca2,repo,71,8100,3,3,True,4071424,142,71
e1ead5d0fe35aa22182c0bd4,repo,5466,8171,3,3,True,313442304,10932,5466
492ce4055131850d1e5c40bb,repo,194,13637,2,2,True,11124736,194,194
75e9106cd773ca05c1212ba2,history,115,13831,2,2,True,6594560,115,115
5eea4fdbe4f3ac6d7da304d3,repo,128,13946,1,1,True,7340032,0,0
e26fbcddad67fbcb302dd3f8,history,33,14074,1,1,True,1892352,0,0
d36d625f41298fabe9130e16,repo,114,1472,9,9,True,6537216,912,114
de75d305482fd97d2379a1df,repo,94,1586,9,9,True,5390336,752,94
a7fa7946357d94aa95d48afa,repo,124,1680,8,8,True,7110656,868,124
833940c4e2e06874ecb1d357,history,32,1804,8,8,True,1835008,224,32
0f500d9b5e9585b044b4e5c1,repo,76,1836,7,7,True,4358144,456,76
bb55b3c8439549d9c6c7af69,history,15,1912,7,7,True,860160,90,15
3c15374a638aef988d484ce7,repo,168,1927,6,6,True,9633792,840,168
29a8b99681b2dad4e5f1190e,history,15,2095,6,6,True,860160,75,15
7f9954082029d40193b65605,repo,135,2110,5,5,True,7741440,540,135
c64fd9a59172749a16783ecc,history,65,2245,5,5,True,3727360,260,65
afa7014bfbbb7c47a7b0c384,repo,68,2310,4,4,True,3899392,204,68
5ad0263bf6ff6874aac02a9d,history,15,2378,4,4,True,860160,45,15
d71af1282845fe3fc59efb88,repo,173,2393,3,3,True,9920512,346,173
6afcc6b49d4509b38b28a837,history,15,2566,3,3,True,860160,30,15
4d89078b822c4becb0b94b52,repo,81,2581,2,2,True,4644864,81,81
42b863659b1073c954cc68e5,history,15,2662,2,2,True,860160,15,15
91ea049fb3e51cb3e3f551b1,repo,153,2677,1,1,True,8773632,0,0
6dda40942ed5785ac8bcbd25,history,15,2830,1,1,True,860160,0,0
4dcfda7cd0eeaf895c8fe4bc,repo,155,1472,9,9,True,8888320,1240,155
40004ca437a79dd4423eb467,repo,36,1627,9,9,True,2064384,288,36
e1dc39cbfb5f68773b366a70,repo,81,1663,8,8,True,4644864,567,81
25f5b8892c112019e289837e,history,31,1744,8,8,True,1777664,217,31
bd9cb3b3a933fc97ddeaa080,repo,86,1775,7,7,True,4931584,516,86
f64502ab7d599b97589eff34,history,30,1861,7,7,True,1720320,180,30
5ed9172eabb27a95f0cd97fb,repo,85,1891,6,6,True,4874240,425,85
0da2bf68bf49c746c82d244f,history,15,1976,6,6,True,860160,75,15
6b0cd283c0d8aadef84e9e5d,repo,133,1991,5,5,True,7626752,532,133
aa088508b523dd642950d27b,repo,34,2124,5,5,True,1949696,136,34
4f9f41b6c8fe2e972aa4e863,repo,92,2158,4,4,True,5275648,276,92
cfcf84f27d118dec540c3fe7,history,15,2250,4,4,True,860160,45,15
385789a1a8f2dcb49a6e97dd,repo,121,2265,3,3,True,6938624,242,121
7e143ebb07370ed57f0b2a4b,repo,31,2386,3,3,True,1777664,62,31
bf8f268bdfc6acac8631864e,repo,76,2417,2,2,True,4358144,76,76
31a76ef197ddcf85a5d40ffa,history,29,2493,2,2,True,1662976,29,29
51bc4d1c7237088a3b7eb763,repo,78,2522,1,1,True,4472832,0,0
8559ce539db3fd9a75155fb0,history,28,2600,1,1,True,1605632,0,0
