row_type,policy,event_id,actual_command_class,actual_canonical_tool_key,actual_safety_level,predicted_exact_top3,predicted_class_top3,launched_exact_keys,launched_classes,tool_latency,tool_latency_hidden,wasted_speculative_work,speculation_hit,exact_hit,safety_violation,simulated_tool_jct,events,mean_jct,p95_jct,speculation_hit_rate,exact_hit_rate,safety_violations,sandbox_overhead,cost_overhead,p95_jct_gain,mean_jct_gain,stp_gain,class_upper_bound_only,oracle_upper_bound_only
event,stp_exact_top1,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:14dc06def76579e8"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19180870056152344,0.0,0,false,false,0,0.19180870056152344,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:14dc06def76579e8"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19180870056152344,0.0,0,false,false,0,0.19180870056152344,,,,,,,,,,,,,
event,stp_sandbox_top1,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:14dc06def76579e8"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19180870056152344,0.0,0,false,false,0,0.19180870056152344,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:14dc06def76579e8"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19180870056152344,0.0,0,false,false,0,0.19180870056152344,,,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:14dc06def76579e8"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19180870056152344,0.0,0,false,false,0,0.19180870056152344,,,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""file_read:shell-chain:14dc06def76579e8"", ""list_find:ls -la tests:df5d252518413793""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19180870056152344,0.0,0,false,false,0,0.19180870056152344,,,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,stp_exact_top1,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,stp_sandbox_top1,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,UNKNOWN,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13"", ""shell_other:vim django/utils/http.py:1b3c527783358e14""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.1723768711090088,0.0,0,false,false,0,0.1723768711090088,,,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,stp_exact_top1,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,stp_sandbox_top1,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la /testbed:8794b88ad5ddaf60"", ""python_inspect:shell-chain:598af496e777fed2""]","[""list_find"", ""python_inspect"", ""shell_other""]",[],[],1.689943552017212,0.0,0,false,false,0,1.689943552017212,,,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,stp_exact_top1,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,stp_sandbox_top1,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.802725076675415,0.0,0,false,false,0,0.802725076675415,,,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,stp_exact_top1,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,stp_sandbox_top1,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""shell_other:vim django/utils/http.py:1b3c527783358e14"", ""shell_other:vim astropy/modeling/separable.py:4df1725e10381f13""]","[""shell_other"", ""file_read"", ""list_find""]",[],[],0.8095722198486328,0.0,0,false,false,0,0.8095722198486328,,,,,,,,,,,,,
event,no_stp,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,UNSAFE,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.19393253326416016,0.0,0,false,false,0,0.19393253326416016,,,,,,,,,,,,,
event,no_stp,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.17717528343200684,0.0,0,false,false,0,0.17717528343200684,,,,,,,,,,,,,
event,stp_exact_top1,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.17717528343200684,0.0,0,false,false,0,0.17717528343200684,,,,,,,,,,,,,
event,stp_exact_top3_budgeted,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.17717528343200684,0.0,0,false,false,0,0.17717528343200684,,,,,,,,,,,,,
event,stp_sandbox_top1,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.17717528343200684,0.0,0,false,false,0,0.17717528343200684,,,,,,,,,,,,,
event,stp_sandbox_top3_budgeted,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.17717528343200684,0.0,0,false,false,0,0.17717528343200684,,,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,SAFE_READ_ONLY_EXACT,"[""list_find:ls -la:1de700c29687cae3"", ""list_find:ls -la tests:df5d252518413793"", ""file_read:shell-chain:14dc06def76579e8""]","[""list_find"", ""file_read"", ""shell_other""]",[],[],0.17717528343200684,0.0,0,false,false,0,0.17717528343200684,,,,,,,,,,,,,
