row_type,policy,event_id,actual_command_class,actual_canonical_tool_key,actual_artifacts,launched_artifacts,artifact_hit,exact_command_hit,class_hit,tool_latency,tool_latency_hidden,wasted_speculative_work,worker_contention,storage_overhead,safety_violations,miss_reason,simulated_tool_jct,events,mean_jct,p95_jct,artifact_hit_rate,exact_command_hit_rate,class_hit_rate,cost_overhead,p95_jct_gain,mean_jct_gain,artifact_miss_reasons,stp_ae_gain
event,stp_class_upper_bound,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,[],[],false,false,false,0.19180870056152344,0.0,0,0.0,0,0,unsafe,0.19180870056152344,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b2:tool7,shell_other,shell_other:nano astropy/modeling/separable.py:9150b3b3304121c2,[],[],false,false,false,0.19180870056152344,0.0,0,0.0,0,0,unsafe,0.19180870056152344,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,stp_exact_v2,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,stp_ae_top1,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,stp_ae_top3_budgeted,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,stp_ae_sandbox,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b2:tool8,shell_other,shell_other:vim astropy/modeling/separable.py:4df1725e10381f13,[],[],false,false,false,0.1723768711090088,0.0,0,0.0,0,0,unsafe,0.1723768711090088,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,1.689943552017212,0.0,0,0.0,0,0,unsafe,1.689943552017212,,,,,,,,,,,
event,stp_exact_v2,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,1.689943552017212,0.0,0,0.0,0,0,unsafe,1.689943552017212,,,,,,,,,,,
event,stp_ae_top1,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],"[""DIRECTORY_LISTING:.:*""]",false,false,false,1.689943552017212,0.0,0.02,0.005,1024,0,unsafe,1.689943552017212,,,,,,,,,,,
event,stp_ae_top3_budgeted,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],"[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:/testbed:*"", ""FILE_CONTENT:reproduce_issue.py:*""]",false,false,false,1.689943552017212,0.0,0.065,0.01625,6144,0,unsafe,1.689943552017212,,,,,,,,,,,
event,stp_ae_sandbox,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,1.689943552017212,0.0,0,0.0,0,0,unsafe,1.689943552017212,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,1.689943552017212,0.0,0,0.0,0,0,unsafe,1.689943552017212,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b3:tool3,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,1.689943552017212,0.0,0,0.0,0,0,unsafe,1.689943552017212,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,0.802725076675415,0.0,0,0.0,0,0,unsafe,0.802725076675415,,,,,,,,,,,
event,stp_exact_v2,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,0.802725076675415,0.0,0,0.0,0,0,unsafe,0.802725076675415,,,,,,,,,,,
event,stp_ae_top1,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],"[""FILE_CONTENT:astropy/modeling/separable.py:*""]",false,false,false,0.802725076675415,0.0,0.025,0.00625,4096,0,unsafe,0.802725076675415,,,,,,,,,,,
event,stp_ae_top3_budgeted,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],"[""FILE_CONTENT:astropy/modeling/separable.py:*"", ""DIRECTORY_LISTING:.:*""]",false,false,false,0.802725076675415,0.0,0.045,0.01125,5120,0,unsafe,0.802725076675415,,,,,,,,,,,
event,stp_ae_sandbox,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,0.802725076675415,0.0,0,0.0,0,0,unsafe,0.802725076675415,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,0.802725076675415,0.0,0,0.0,0,0,unsafe,0.802725076675415,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b3:tool7,shell_other,shell_other:pip install erfa:736717e2e94d5308,[],[],false,false,false,0.802725076675415,0.0,0,0.0,0,0,unsafe,0.802725076675415,,,,,,,,,,,
event,no_stp,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],[],false,false,false,0.8095722198486328,0.0,0,0.0,0,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,stp_exact_v2,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],[],false,false,false,0.8095722198486328,0.0,0,0.0,0,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,stp_ae_top1,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],"[""FILE_CONTENT:astropy/modeling/separable.py:*""]",false,false,false,0.8095722198486328,0.0,0.025,0.00625,4096,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,stp_ae_top3_budgeted,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],"[""FILE_CONTENT:astropy/modeling/separable.py:*"", ""DIRECTORY_LISTING:.:*""]",false,false,false,0.8095722198486328,0.0,0.045,0.01125,5120,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,stp_ae_sandbox,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],[],false,false,false,0.8095722198486328,0.0,0,0.0,0,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,stp_class_upper_bound,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],[],false,false,false,0.8095722198486328,0.0,0,0.0,0,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,stp_oracle_upper_bound,astropy__astropy-12907:b3:tool9,shell_other,shell_other:pip install erfa --index-url=https://pypi.org/simple:fa3e38745224b858,[],[],false,false,false,0.8095722198486328,0.0,0,0.0,0,0,unsafe,0.8095722198486328,,,,,,,,,,,
event,no_stp,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b0:tool5,file_read,file_read:shell-chain:0cc2bff162f39489,[],[],false,false,false,0.19393253326416016,0.0,0,0.0,0,0,unsafe,0.19393253326416016,,,,,,,,,,,
event,no_stp,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17717528343200684,0.0,0,0.0,0,0,low_confidence,0.17717528343200684,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,true,false,0.17717528343200684,0.17717528343200684,0.0,0.0,0,0,low_confidence,0.0,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17717528343200684,0.0,0,0.0,0,0,low_confidence,0.17717528343200684,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17717528343200684,0.0,0,0.0,0,0,low_confidence,0.17717528343200684,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17717528343200684,0.0,0,0.0,0,0,low_confidence,0.17717528343200684,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,true,0.17717528343200684,0.17717528343200684,0.0,0.0,0,0,low_confidence,0.0,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b0:tool6,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17717528343200684,0.0,0,0.0,0,0,low_confidence,0.17717528343200684,,,,,,,,,,,
event,no_stp,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17500662803649902,0.0,0,0.0,0,0,low_confidence,0.17500662803649902,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,true,false,0.17500662803649902,0.17500662803649902,0.0,0.0,0,0,low_confidence,0.0,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17500662803649902,0.0,0,0.0,0,0,low_confidence,0.17500662803649902,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17500662803649902,0.0,0,0.0,0,0,low_confidence,0.17500662803649902,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17500662803649902,0.0,0,0.0,0,0,low_confidence,0.17500662803649902,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,true,0.17500662803649902,0.17500662803649902,0.0,0.0,0,0,low_confidence,0.0,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b1:tool5,list_find,list_find:ls -la:1de700c29687cae3,"[""DIRECTORY_LISTING:.:*""]",[],false,false,false,0.17500662803649902,0.0,0,0.0,0,0,low_confidence,0.17500662803649902,,,,,,,,,,,
event,no_stp,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],[],false,false,false,14.657510757446289,0.0,0,0.0,0,0,unsafe,14.657510757446289,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],[],false,false,false,14.657510757446289,0.0,0,0.0,0,0,unsafe,14.657510757446289,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],"[""DIRECTORY_LISTING:.:*""]",false,false,false,14.657510757446289,0.0,0.02,0.005,1024,0,unsafe,14.657510757446289,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],"[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""DIRECTORY_LISTING:django:*""]",false,false,false,14.657510757446289,0.0,0.06,0.015,3072,0,unsafe,14.657510757446289,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],[],false,false,false,14.657510757446289,0.0,0,0.0,0,0,unsafe,14.657510757446289,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],[],false,false,false,14.657510757446289,0.0,0,0.0,0,0,unsafe,14.657510757446289,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b1:tool6,python_inspect,python_inspect:python -m venv venv source venv/bin/activate pip install -e .:a47c3a70b51c3108,[],[],false,false,false,14.657510757446289,0.0,0,0.0,0,0,unsafe,14.657510757446289,,,,,,,,,,,
event,no_stp,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]",[],false,false,false,0.33498167991638184,0.0,0,0.0,0,0,low_confidence,0.33498167991638184,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]",[],false,false,false,0.33498167991638184,0.0,0,0.0,0,0,low_confidence,0.33498167991638184,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]","[""DIRECTORY_LISTING:/testbed:*""]",false,false,false,0.33498167991638184,0.0,0.02,0.005,1024,0,artifact_not_answerable,0.33498167991638184,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]","[""DIRECTORY_LISTING:/testbed:*"", ""DIRECTORY_LISTING:.:*""]",false,false,false,0.33498167991638184,0.0,0.04,0.01,2048,0,artifact_not_answerable,0.33498167991638184,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]",[],false,false,false,0.33498167991638184,0.0,0,0.0,0,0,low_confidence,0.33498167991638184,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]",[],false,false,true,0.33498167991638184,0.33498167991638184,0.0,0.0,0,0,low_confidence,0.0,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b2:tool2,grep_search,grep_search:grep -r Status\. .:dff15926d73d60b2,"[""GREP_INDEX:.:Status\\.""]","[""GREP_INDEX:.:Status\\.""]",false,false,false,0.33498167991638184,0.33498167991638184,0.0,0.0875,4096,0,,0.0,,,,,,,,,,,
event,no_stp,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b2:tool7,git_read,git_read:git diff > patch.txt:8d71c1aab48b1746,[],[],false,false,false,0.17867207527160645,0.0,0,0.0,0,0,unsafe,0.17867207527160645,,,,,,,,,,,
event,no_stp,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,false,0.17634844779968262,0.0,0,0.0,0,0,low_confidence,0.17634844779968262,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,false,0.17634844779968262,0.0,0,0.0,0,0,low_confidence,0.17634844779968262,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,false,0.17634844779968262,0.0,0,0.0,0,0,low_confidence,0.17634844779968262,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,false,0.17634844779968262,0.0,0,0.0,0,0,low_confidence,0.17634844779968262,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,false,0.17634844779968262,0.0,0,0.0,0,0,low_confidence,0.17634844779968262,,,,,,,,,,,
event,stp_class_upper_bound,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,true,0.17634844779968262,0.17634844779968262,0.0,0.0,0,0,low_confidence,0.0,,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11815:b2:tool8,file_read,file_read:cat patch.txt:cb7e5fa551f9866a,"[""FILE_CONTENT:patch.txt:*""]",[],false,false,false,0.17634844779968262,0.0,0,0.0,0,0,low_confidence,0.17634844779968262,,,,,,,,,,,
event,no_stp,django__django-11815:b3:tool7,grep_search,grep_search:grep -r default= /path/to/project:fedadc4595d818e7,"[""GREP_INDEX:/path/to/project:default=""]",[],false,false,false,0.1849970817565918,0.0,0,0.0,0,0,low_confidence,0.1849970817565918,,,,,,,,,,,
event,stp_exact_v2,django__django-11815:b3:tool7,grep_search,grep_search:grep -r default= /path/to/project:fedadc4595d818e7,"[""GREP_INDEX:/path/to/project:default=""]",[],false,false,false,0.1849970817565918,0.0,0,0.0,0,0,low_confidence,0.1849970817565918,,,,,,,,,,,
event,stp_ae_top1,django__django-11815:b3:tool7,grep_search,grep_search:grep -r default= /path/to/project:fedadc4595d818e7,"[""GREP_INDEX:/path/to/project:default=""]",[],false,false,false,0.1849970817565918,0.0,0,0.0,0,0,low_confidence,0.1849970817565918,,,,,,,,,,,
event,stp_ae_top3_budgeted,django__django-11815:b3:tool7,grep_search,grep_search:grep -r default= /path/to/project:fedadc4595d818e7,"[""GREP_INDEX:/path/to/project:default=""]",[],false,false,false,0.1849970817565918,0.0,0,0.0,0,0,low_confidence,0.1849970817565918,,,,,,,,,,,
event,stp_ae_sandbox,django__django-11815:b3:tool7,grep_search,grep_search:grep -r default= /path/to/project:fedadc4595d818e7,"[""GREP_INDEX:/path/to/project:default=""]",[],false,false,false,0.1849970817565918,0.0,0,0.0,0,0,low_confidence,0.1849970817565918,,,,,,,,,,,
