run_id,instance_id,rollout_id,status,log_path,message
mini_swe_lite10_r4_timed,django__django-11848,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11848/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11848,rollout_3,success,data/logs/mini_swe_lite10_r4_timed/django__django-11848/rollout_3.log,returncode=0; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11848/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11964,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11964/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11964,rollout_1,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11964/rollout_1.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11964,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11964/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11964,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11964/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11964/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13028,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13028/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13028/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13028,rollout_1,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13028/rollout_1.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13028/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13028,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13028/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13028/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13028,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13028/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13028/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-12125,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-12125/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-12125/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-12125,rollout_1,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-12125/rollout_1.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-12125/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-12125,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-12125/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-12125/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-12125,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-12125/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-12125/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11815,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11815/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11815/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11815,rollout_1,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11815/rollout_1.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11815/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11815,rollout_2,success,data/logs/mini_swe_lite10_r4_timed/django__django-11815/rollout_2.log,returncode=0; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11815/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11815,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11815/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11815/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11999,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11999/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11999,rollout_1,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11999/rollout_1.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11999,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11999/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-11999,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-11999/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-11999/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13033,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13033/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13033/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13033,rollout_1,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13033/rollout_1.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13033/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13033,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13033/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13033/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,django__django-13033,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/django__django-13033/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/django__django-13033/_mini_extra_rollout_3/trajectory.traj.json
mini_swe_lite10_r4_timed,astropy__astropy-12907,rollout_0,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/astropy__astropy-12907/rollout_0.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/astropy__astropy-12907/_mini_extra_rollout_0/trajectory.traj.json
mini_swe_lite10_r4_timed,astropy__astropy-12907,rollout_1,success,data/logs/mini_swe_lite10_r4_timed/astropy__astropy-12907/rollout_1.log,returncode=0; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/astropy__astropy-12907/_mini_extra_rollout_1/trajectory.traj.json
mini_swe_lite10_r4_timed,astropy__astropy-12907,rollout_2,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/astropy__astropy-12907/rollout_2.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/astropy__astropy-12907/_mini_extra_rollout_2/trajectory.traj.json
mini_swe_lite10_r4_timed,astropy__astropy-12907,rollout_3,trajectory_with_error,data/logs/mini_swe_lite10_r4_timed/astropy__astropy-12907/rollout_3.log,returncode=1; cli=swebench-single-timed; trajectory=data/raw_trajs/mini_swe_lite10_r4_timed/astropy__astropy-12907/_mini_extra_rollout_3/trajectory.traj.json
