segment_id,context_domain_id,segment_type,segment_tokens,fanout,reuse_count,consumer_llm_nodes,consumer_branches,mutable,shared,shared_ratio,placement_region,replicated,predicted_saved_prefill_tokens,predicted_remote_bytes_saved,actual_cache_hit_tokens,placement_score
0be52305e68384d4,551bf22f623d4bb5,history,15,27,34,"[""django__django-12708:b0:llm10"", ""django__django-12708:b0:llm11"", ""django__django-12708:b0:llm12"", ""django__django-12708:b0:llm13"", ""django__django-12708:b0:llm14"", ""django__django-12708:b0:llm3"", ""django__django-12708:b0:llm4"", ""django__django-12708:b0:llm5"", ""django__django-12708:b0:llm6"", ""django__django-12708:b0:llm7"", ""django__django-12708:b0:llm8"", ""django__django-12708:b0:llm9"", ""django__django-12708:b1:llm5"", ""django__django-12708:b1:llm6"", ""django__django-12708:b1:llm7"", ""django__django-12708:b1:llm8"", ""django__django-12708:b1:llm9"", ""django__django-12708:b2:llm6"", ""django__django-12708:b2:llm7"", ""django__django-12708:b2:llm8""]","[""b0"", ""b1"", ""b2"", ""b3""]",true,false,0.0,5,false,0,0,0.0,-860.16
0c116b47ce384ab0,de88a884b1fc2807,history,41,3,2,"[""astropy__astropy-12907:b3:llm7"", ""astropy__astropy-12907:b3:llm8"", ""astropy__astropy-12907:b3:llm9""]","[""b3""]",true,false,0.0,4,false,0,0,0.0,-2351.1040000000003
0c55131184b15c57,ef031a61f2642850,repo,78,1,0,"[""django__django-11999:b3:llm9""]","[""b3""]",false,true,1.0,1,false,0,0,0.0,-4472.832
0cf502bb23f5ce3b,f399d219365a51dd,repo,97,3,2,"[""django__django-13028:b3:llm6"", ""django__django-13028:b3:llm7"", ""django__django-13028:b3:llm8""]","[""b3""]",false,true,1.0,13,false,194,11124736,9002.621437903737,-561605.1680000001
0d53f146068fe0b1,ed967e5422d70e84,history,974,3,2,"[""django__django-11815:b0:llm7"", ""django__django-11815:b0:llm8"", ""django__django-11815:b0:llm9""]","[""b0""]",true,false,0.0,9,false,0,0,0.0,-55853.056000000004
0d66f78b534c981b,f3861cf1557f40e3,repo,79,5,4,"[""django__django-12125:b3:llm5"", ""django__django-12125:b3:llm6"", ""django__django-12125:b3:llm7"", ""django__django-12125:b3:llm8"", ""django__django-12125:b3:llm9""]","[""b3""]",false,true,1.0,2,false,316,18120704,14664.063785451448,-910249.376
0db13ba522df9e94,aa4b80fdf138e45a,repo,56,8,11,"[""django__django-11848:b0:llm2"", ""django__django-11848:b0:llm3"", ""django__django-11848:b0:llm4"", ""django__django-11848:b0:llm5"", ""django__django-11848:b0:llm6"", ""django__django-11848:b0:llm7"", ""django__django-11848:b0:llm8"", ""django__django-11848:b0:llm9""]","[""b0""]",false,true,1.0,6,true,616,35323904,28585.643328601556,-1768790.4640000002
0e799e796ab36908,de88a884b1fc2807,repo,43,7,6,"[""astropy__astropy-12907:b3:llm3"", ""astropy__astropy-12907:b3:llm4"", ""astropy__astropy-12907:b3:llm5"", ""astropy__astropy-12907:b3:llm6"", ""astropy__astropy-12907:b3:llm7"", ""astropy__astropy-12907:b3:llm8"", ""astropy__astropy-12907:b3:llm9""]","[""b3""]",false,true,1.0,4,false,258,14794752,11972.558407109093,-741945.3920000001
0ef9c1c1db560549,9dd9814f1e905b3b,history,43,5,4,"[""django__django-12708:b0:llm4"", ""django__django-12708:b0:llm5"", ""django__django-12708:b0:llm6"", ""django__django-12708:b0:llm7"", ""django__django-12708:b0:llm8""]","[""b0""]",true,false,0.0,2,false,0,0,0.0,-2465.792
0f0cbaa14bac0325,e486f200d3318671,repo,250,5,4,"[""django__django-12308:b0:llm10"", ""django__django-12308:b0:llm11"", ""django__django-12308:b0:llm12"", ""django__django-12308:b0:llm13"", ""django__django-12308:b0:llm14""]","[""b0""]",false,true,1.0,14,false,1000,57344000,46405.26514383369,-2880536.0
0f11cf2ab4174fa5,6faeb221560f8ee6,repo,167,4,3,"[""astropy__astropy-12907:b0:llm6"", ""astropy__astropy-12907:b0:llm7"", ""astropy__astropy-12907:b0:llm8"", ""astropy__astropy-12907:b0:llm9""]","[""b0""]",false,true,1.0,4,false,501,28729344,23249.03783706068,-1445542.6480000003
0fa42ac7073c1eb6,e486f200d3318671,repo,249,5,4,"[""django__django-12308:b0:llm10"", ""django__django-12308:b0:llm11"", ""django__django-12308:b0:llm12"", ""django__django-12308:b0:llm13"", ""django__django-12308:b0:llm14""]","[""b0""]",false,true,1.0,14,false,996,57114624,46219.64408325836,-2869013.856
105cf7160920f9d0,575e755104494777,repo,97,4,3,"[""django__django-13033:b3:llm6"", ""django__django-13033:b3:llm7"", ""django__django-13033:b3:llm8"", ""django__django-13033:b3:llm9""]","[""b3""]",false,true,1.0,10,false,291,16687104,13503.932156855604,-839626.5680000001
10ff493a3dc070ec,2c0145be26b2bf34,repo,129,4,3,"[""django__django-11999:b1:llm6"", ""django__django-11999:b1:llm7"", ""django__django-11999:b1:llm8"", ""django__django-11999:b1:llm9""]","[""b1""]",false,true,1.0,8,false,387,22192128,17958.83761066364,-1116616.776
114ba6a0c8f3fdd2,5f98e7d1ae49c0c7,repo,138,8,7,"[""django__django-13033:b2:llm2"", ""django__django-13033:b2:llm3"", ""django__django-13033:b2:llm4"", ""django__django-13033:b2:llm5"", ""django__django-13033:b2:llm6"", ""django__django-13033:b2:llm7"", ""django__django-13033:b2:llm8"", ""django__django-13033:b2:llm9""]","[""b2""]",false,true,1.0,10,true,966,55394304,44827.48612894335,-2776662.6720000003
119d17d97cdb9342,0ec758d24ab7cf1b,system,111,39,38,"[""django__django-13028:b0:llm0"", ""django__django-13028:b0:llm1"", ""django__django-13028:b0:llm2"", ""django__django-13028:b0:llm3"", ""django__django-13028:b0:llm4"", ""django__django-13028:b0:llm5"", ""django__django-13028:b0:llm6"", ""django__django-13028:b0:llm7"", ""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9"", ""django__django-13028:b1:llm0"", ""django__django-13028:b1:llm1"", ""django__django-13028:b1:llm2"", ""django__django-13028:b1:llm3"", ""django__django-13028:b1:llm4"", ""django__django-13028:b1:llm5"", ""django__django-13028:b1:llm6"", ""django__django-13028:b1:llm7"", ""django__django-13028:b1:llm8"", ""django__django-13028:b1:llm9""]","[""b0"", ""b1"", ""b2"", ""b3""]",false,true,1.0,6,true,4218,241876992,195737.40837669052,-12095996.784000002
11e61c345739afc7,bec57741f16313c6,repo,53,16,15,"[""django__django-12308:b1:llm2"", ""django__django-12308:b1:llm3"", ""django__django-12308:b1:llm4"", ""django__django-12308:b1:llm5"", ""django__django-12308:b1:llm6"", ""django__django-12308:b1:llm7"", ""django__django-12308:b1:llm8"", ""django__django-12308:b1:llm9"", ""django__django-12308:b3:llm2"", ""django__django-12308:b3:llm3"", ""django__django-12308:b3:llm4"", ""django__django-12308:b3:llm5"", ""django__django-12308:b3:llm6"", ""django__django-12308:b3:llm7"", ""django__django-12308:b3:llm8"", ""django__django-12308:b3:llm9""]","[""b1"", ""b3""]",false,true,1.0,14,true,795,45588480,36892.185789347786,-2281668.232
1224ecce640d3d90,2c0145be26b2bf34,repo,128,1,0,"[""django__django-11999:b1:llm9""]","[""b1""]",false,true,1.0,8,false,0,0,0.0,-7340.032
128621ef2a3f2490,2a250ec97b3c5290,repo,55,3,2,"[""django__django-11964:b0:llm7"", ""django__django-11964:b0:llm8"", ""django__django-11964:b0:llm9""]","[""b0""]",false,true,1.0,0,false,110,6307840,5104.579165821707,-318435.92
12e23d2b37b3f943,7a6e220a367f95fd,repo,189,5,4,"[""django__django-11848:b1:llm5"", ""django__django-11848:b1:llm6"", ""django__django-11848:b1:llm7"", ""django__django-11848:b1:llm8"", ""django__django-11848:b1:llm9""]","[""b1""]",false,true,1.0,12,false,756,43352064,35082.38044873827,-2177685.216
1322b79478eaa202,852ee7b9bc6517df,repo,59,5,4,"[""django__django-11999:b0:llm5"", ""django__django-11999:b0:llm6"", ""django__django-11999:b0:llm7"", ""django__django-11999:b0:llm8"", ""django__django-11999:b0:llm9""]","[""b0""]",false,true,1.0,10,false,236,13533184,10951.642573944751,-679806.496
139a181396145c78,ed967e5422d70e84,repo,140,7,6,"[""django__django-11815:b0:llm3"", ""django__django-11815:b0:llm4"", ""django__django-11815:b0:llm5"", ""django__django-11815:b0:llm6"", ""django__django-11815:b0:llm7"", ""django__django-11815:b0:llm8"", ""django__django-11815:b0:llm9""]","[""b0""]",false,true,1.0,9,false,840,48168960,38980.4227208203,-2415636.16
13b02a0e5ceddd22,9dd9814f1e905b3b,history,651,1,0,"[""django__django-12708:b0:llm8""]","[""b0""]",true,false,0.0,2,false,0,0,0.0,-37330.944
141c1d45a95e98fe,ed967e5422d70e84,repo,70,3,2,"[""django__django-11815:b0:llm7"", ""django__django-11815:b0:llm8"", ""django__django-11815:b0:llm9""]","[""b0""]",false,true,1.0,9,false,140,8028160,6496.737120136717,-405282.08
15078d71d20ed44e,0464de949fb408ce,repo,50,2,1,"[""django__django-12708:b2:llm7"", ""django__django-12708:b2:llm8""]","[""b2""]",false,true,1.0,12,false,50,2867200,2320.2632571916847,-146177.2
16d48c9f6070f7b0,40ce8256955c0001,repo,95,1,0,"[""django__django-11815:b3:llm9""]","[""b3""]",false,true,1.0,11,false,0,0,0.0,-5447.68
17a5f4c11048ade1,6606a13a632ee883,repo,112,7,6,"[""django__django-12125:b0:llm3"", ""django__django-12125:b0:llm4"", ""django__django-12125:b0:llm5"", ""django__django-12125:b0:llm6"", ""django__django-12125:b0:llm7"", ""django__django-12125:b0:llm8"", ""django__django-12125:b0:llm9""]","[""b0""]",false,true,1.0,3,false,672,38535168,31184.33817665624,-1932508.928
1809fc009e190154,df6e950bba430473,repo,68,4,3,"[""django__django-12125:b2:llm6"", ""django__django-12125:b2:llm7"", ""django__django-12125:b2:llm8"", ""django__django-12125:b2:llm9""]","[""b2""]",false,true,1.0,11,false,204,11698176,9466.674089342074,-588604.192
1873212a0befbd03,e486f200d3318671,repo,211,9,8,"[""django__django-12308:b0:llm10"", ""django__django-12308:b0:llm11"", ""django__django-12308:b0:llm12"", ""django__django-12308:b0:llm13"", ""django__django-12308:b0:llm14"", ""django__django-12308:b0:llm6"", ""django__django-12308:b0:llm7"", ""django__django-12308:b0:llm8"", ""django__django-12308:b0:llm9""]","[""b0""]",false,true,1.0,14,true,1688,96796672,78332.08756279128,-4850245.184
18927f8fc37d5f96,eb6a7e7ea6de5103,repo,59,1,0,"[""django__django-13033:b0:llm9""]","[""b0""]",false,true,1.0,0,false,0,0,0.0,-3383.2960000000003
18efb54c656ea217,906710e1793281f9,repo,76,4,3,"[""astropy__astropy-12907:b2:llm6"", ""astropy__astropy-12907:b2:llm7"", ""astropy__astropy-12907:b2:llm8"", ""astropy__astropy-12907:b2:llm9""]","[""b2""]",false,true,1.0,10,false,228,13074432,10580.400452794082,-657851.7440000001
196aafc98e87d948,709a1c3ad3517ef3,repo,74,9,8,"[""django__django-11848:b2:llm1"", ""django__django-11848:b2:llm2"", ""django__django-11848:b2:llm3"", ""django__django-11848:b2:llm4"", ""django__django-11848:b2:llm5"", ""django__django-11848:b2:llm6"", ""django__django-11848:b2:llm7"", ""django__django-11848:b2:llm8"", ""django__django-11848:b2:llm9""]","[""b2""]",false,true,1.0,7,true,592,33947648,27471.916965149547,-1701033.8560000001
197568b133b52389,ae4af4f6aaf75fd6,repo,50,7,6,"[""django__django-11964:b0:llm10"", ""django__django-11964:b0:llm11"", ""django__django-11964:b0:llm12"", ""django__django-11964:b0:llm13"", ""django__django-11964:b0:llm14"", ""django__django-11964:b0:llm8"", ""django__django-11964:b0:llm9""]","[""b0""]",false,true,1.0,4,false,300,17203200,13921.579543150108,-862727.2
19ba3e8e97d3121f,7d7dc9337ce137bc,repo,103,2,1,"[""django__django-12125:b1:llm8"", ""django__django-12125:b1:llm9""]","[""b1""]",false,true,1.0,4,false,103,5906432,4779.74230981487,-301125.032
1a79ea292335761b,906710e1793281f9,repo,114,9,8,"[""astropy__astropy-12907:b2:llm1"", ""astropy__astropy-12907:b2:llm2"", ""astropy__astropy-12907:b2:llm3"", ""astropy__astropy-12907:b2:llm4"", ""astropy__astropy-12907:b2:llm5"", ""astropy__astropy-12907:b2:llm6"", ""astropy__astropy-12907:b2:llm7"", ""astropy__astropy-12907:b2:llm8"", ""astropy__astropy-12907:b2:llm9""]","[""b2""]",false,true,1.0,10,true,912,52297728,42321.601811176326,-2620511.6160000004
1b3288026219a73e,575e755104494777,history,61,2,1,"[""django__django-13033:b3:llm8"", ""django__django-13033:b3:llm9""]","[""b3""]",true,false,0.0,10,false,0,0,0.0,-3497.984
1b85fb6901ba9421,ed967e5422d70e84,history,39,7,13,"[""django__django-11815:b0:llm3"", ""django__django-11815:b0:llm4"", ""django__django-11815:b0:llm5"", ""django__django-11815:b0:llm6"", ""django__django-11815:b0:llm7"", ""django__django-11815:b0:llm8"", ""django__django-11815:b0:llm9""]","[""b0""]",true,false,0.0,9,false,0,0,0.0,-2236.416
1b9efc8f7b3ebe05,0ec758d24ab7cf1b,history,29,19,18,"[""django__django-13028:b0:llm3"", ""django__django-13028:b0:llm4"", ""django__django-13028:b0:llm5"", ""django__django-13028:b0:llm6"", ""django__django-13028:b0:llm7"", ""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9"", ""django__django-13028:b2:llm5"", ""django__django-13028:b2:llm6"", ""django__django-13028:b2:llm7"", ""django__django-13028:b2:llm8"", ""django__django-13028:b2:llm9"", ""django__django-13028:b3:llm2"", ""django__django-13028:b3:llm3"", ""django__django-13028:b3:llm4"", ""django__django-13028:b3:llm5"", ""django__django-13028:b3:llm6"", ""django__django-13028:b3:llm7"", ""django__django-13028:b3:llm8""]","[""b0"", ""b2"", ""b3""]",true,false,0.0,6,false,0,0,0.0,-1662.976
1bf329c855d081bb,0ec758d24ab7cf1b,repo,67,2,1,"[""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9""]","[""b0""]",false,true,1.0,6,false,67,3842048,3109.1527646368577,-195877.44800000003
1bf782eb11d5f13a,d90b10e6ae8736ba,repo,58,13,12,"[""django__django-13028:b0:llm10"", ""django__django-13028:b0:llm11"", ""django__django-13028:b0:llm12"", ""django__django-13028:b0:llm13"", ""django__django-13028:b0:llm14"", ""django__django-13028:b0:llm2"", ""django__django-13028:b0:llm3"", ""django__django-13028:b0:llm4"", ""django__django-13028:b0:llm5"", ""django__django-13028:b0:llm6"", ""django__django-13028:b0:llm7"", ""django__django-13028:b0:llm8"", ""django__django-13028:b0:llm9""]","[""b0""]",false,true,1.0,6,true,696,39911424,32298.06454010825,-1998201.1520000002
1cfa449bf5303cae,551bf22f623d4bb5,repo,2199,6,5,"[""django__django-12708:b1:llm4"", ""django__django-12708:b1:llm5"", ""django__django-12708:b1:llm6"", ""django__django-12708:b1:llm7"", ""django__django-12708:b1:llm8"", ""django__django-12708:b1:llm9""]","[""b1""]",false,true,1.0,5,false,10995,630497280,510225.89025645144,-31639968.456
1d0bc42174accbe2,ed967e5422d70e84,history,974,6,5,"[""django__django-11815:b0:llm4"", ""django__django-11815:b0:llm5"", ""django__django-11815:b0:llm6"", ""django__django-11815:b0:llm7"", ""django__django-11815:b0:llm8"", ""django__django-11815:b0:llm9""]","[""b0""]",true,false,0.0,9,false,0,0,0.0,-55853.056000000004
1d0c68582e5d29ea,575e755104494777,repo,46,3,2,"[""django__django-13033:b3:llm7"", ""django__django-13033:b3:llm8"", ""django__django-13033:b3:llm9""]","[""b3""]",false,true,1.0,10,false,92,5275648,4269.2843932327,-266328.22400000005
1dd408951053f750,5f98e7d1ae49c0c7,history,39,12,14,"[""django__django-13033:b2:llm1"", ""django__django-13033:b2:llm2"", ""django__django-13033:b2:llm3"", ""django__django-13033:b2:llm4"", ""django__django-13033:b2:llm5"", ""django__django-13033:b2:llm6"", ""django__django-13033:b2:llm7"", ""django__django-13033:b2:llm8"", ""django__django-13033:b2:llm9"", ""django__django-13033:b3:llm7"", ""django__django-13033:b3:llm8"", ""django__django-13033:b3:llm9""]","[""b2"", ""b3""]",true,false,0.0,10,false,0,0,0.0,-2236.416
1e08b8e239c4cb77,cd8597b0d096ce04,repo,81,6,5,"[""django__django-11964:b1:llm4"", ""django__django-11964:b1:llm5"", ""django__django-11964:b1:llm6"", ""django__django-11964:b1:llm7"", ""django__django-11964:b1:llm8"", ""django__django-11964:b1:llm9""]","[""b1""]",false,true,1.0,12,false,405,23224320,18794.132383252647,-1165455.864
1eb278996fa34042,d3c17c4999d63671,repo,68,8,7,"[""django__django-12708:b0:llm10"", ""django__django-12708:b0:llm11"", ""django__django-12708:b0:llm12"", ""django__django-12708:b0:llm13"", ""django__django-12708:b0:llm14"", ""django__django-12708:b0:llm7"", ""django__django-12708:b0:llm8"", ""django__django-12708:b0:llm9""]","[""b0""]",false,true,1.0,9,true,476,27295744,22088.90620846484,-1368210.5920000002
1efad997ffed2a41,dc23ed1674a3625a,repo,59,7,6,"[""django__django-12308:b0:llm2"", ""django__django-12308:b0:llm3"", ""django__django-12308:b0:llm4"", ""django__django-12308:b0:llm5"", ""django__django-12308:b0:llm6"", ""django__django-12308:b0:llm7"", ""django__django-12308:b0:llm8""]","[""b0""]",false,true,1.0,14,false,354,20299776,16427.463860917127,-1018018.096
1f7af2e3aa7cd8f5,9dd9814f1e905b3b,repo,74,2,1,"[""django__django-12708:b0:llm7"", ""django__django-12708:b0:llm8""]","[""b0""]",false,true,1.0,2,false,74,4243456,3433.9896206436933,-216342.25600000002
