row_type,event_id,command_class,actual_artifacts,predicted_artifacts,artifact_top1_hit,artifact_top3_hit,snapshot_hash_available,snapshot_hash_source,validation_rows,artifact_coverage,file_artifact_hit,dir_artifact_hit,grep_artifact_hit,git_artifact_hit,sandbox_test_artifact_hit,read_only_artifact_coverage,sandbox_artifact_coverage,artifact_equivalent_not_class_match
example,django__django-11848:b0:tool5,shell_other,[],"[""DIRECTORY_LISTING:/testbed:*"", ""DIRECTORY_LISTING:.:*"", ""GREP_INDEX:.:def parse_http_date""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b0:tool7,file_read,"[""FILE_CONTENT:django/utils/http.py:*""]","[""FILE_CONTENT:django/utils/http.py:*"", ""FILE_CONTENT:django/contrib/admin/utils.py:*"", ""DIRECTORY_LISTING:.:*""]",true,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b1:tool3,file_read,"[""FILE_CONTENT:django/utils/http.py:*""]","[""FILE_CONTENT:django/utils/http.py:*"", ""FILE_CONTENT:django/contrib/admin/utils.py:*"", ""DIRECTORY_LISTING:.:*""]",true,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b1:tool6,test,[],"[""DIRECTORY_LISTING:.:*"", ""TEST_RESULT_SANDBOXED:.:test:pytest testbed:f41a6c19a7d3195b"", ""DIRECTORY_LISTING:/testbed:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b1:tool9,shell_other,[],"[""FILE_CONTENT:django/utils/http.py:*"", ""FILE_CONTENT:django/contrib/admin/utils.py:*"", ""DIRECTORY_LISTING:.:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b2:tool3,file_read,"[""FILE_CONTENT:django/utils/http.py:*""]","[""FILE_CONTENT:django/utils/http.py:*"", ""FILE_CONTENT:django/contrib/admin/utils.py:*"", ""DIRECTORY_LISTING:.:*""]",true,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b2:tool4,shell_other,[],"[""DIRECTORY_LISTING:.:*"", ""GREP_INDEX:.:def parse_http_date"", ""DIRECTORY_LISTING:tests:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11848:b3:tool6,file_read,"[""FILE_CONTENT:patch.txt:*""]","[""FILE_CONTENT:patch.txt:*"", ""FILE_CONTENT:django/utils/http.py:*"", ""DIRECTORY_LISTING:.:*""]",true,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b1:tool5,shell_other,[],"[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""FILE_CONTENT:tests/models.py:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b2:tool0,file_read,[],"[""GREP_INDEX:.:def parse_http_date"", ""FILE_CONTENT:models.py:*"", ""DIRECTORY_LISTING:.:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b2:tool4,file_read,[],"[""DIRECTORY_LISTING:tests:*"", ""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:/testbed:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b2:tool5,list_find,"[""DIRECTORY_LISTING:tests:*""]","[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""FILE_CONTENT:tests/pkg/models.py:*""]",false,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b2:tool7,list_find,"[""DIRECTORY_LISTING:tests:*""]","[""DIRECTORY_LISTING:tests:*"", ""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:/testbed:*""]",true,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b3:tool1,file_read,[],"[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""FILE_CONTENT:testing/pkg/models.py:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b3:tool7,list_find,"[""DIRECTORY_LISTING:tests:*""]","[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""FILE_CONTENT:models.py:*""]",false,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b3:tool8,file_read,[],"[""DIRECTORY_LISTING:tests:*"", ""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:/testbed:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11964:b3:tool9,list_find,"[""DIRECTORY_LISTING:tests:*""]","[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""FILE_CONTENT:models.py:*""]",false,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b0:tool0,list_find,"[""DIRECTORY_LISTING:models.py:*""]","[""GREP_INDEX:.:def parse_http_date"", ""FILE_CONTENT:models.py:*"", ""DIRECTORY_LISTING:.:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b0:tool3,list_find,"[""DIRECTORY_LISTING:core:*""]","[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""DIRECTORY_LISTING:django:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b0:tool4,list_find,"[""DIRECTORY_LISTING:contrib:*""]","[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:tests:*"", ""DIRECTORY_LISTING:django:*""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b1:tool1,grep_search,"[""GIT_LOG:.:log -p django/db/models/base.py""]","[""DIRECTORY_LISTING:/testbed:*"", ""DIRECTORY_LISTING:.:*"", ""GREP_INDEX:.:def get_""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b1:tool4,list_find,"[""DIRECTORY_LISTING:.:*""]","[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:/testbed:*"", ""GREP_INDEX:def parse_http_date:20""]",true,true,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b1:tool9,python_inspect,[],"[""DIRECTORY_LISTING:.:*"", ""DIRECTORY_LISTING:/testbed:*"", ""GREP_INDEX:def parse_http_date:20""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
example,django__django-11999:b2:tool9,test,[],"[""FILE_CONTENT:testbed/test_custom_widget.py:*"", ""DIRECTORY_LISTING:.:*"", ""TEST_RESULT_SANDBOXED:.:test:pytest testbed:f41a6c19a7d3195b""]",false,false,true,trace_branch_step_fallback,,,,,,,,,,
aggregate,,,,,0.14736842105263157,0.24210526315789474,,,95,0.4,0.8571428571428571,0.7058823529411765,0.3333333333333333,0.0,0.0,1.0,0.0,true
