config_id,total_sessions,active_session_limit,effective_regions,memory_budget_gb,arrival_pattern,session_pressure,region_pressure,memory_budget_per_active_session,predicted_arrival_burstiness,trace_mix_instance_entropy,repo_family_distribution,trace_llm_time_mean,trace_llm_time_p95,trace_tool_time_mean,trace_tool_time_p95,tool_time_share,llm_time_share,branch_jct_cv,tool_latency_cv,context_reuse_tokens,shared_context_ratio,repo_context_tokens,history_context_tokens,estimated_kv_bytes,estimated_domain_fanout,estimated_context_entropy,estimated_context_domain_count,context_hotspot_score,tool_events_per_session,llm_events_per_session,predicted_ready_depth,predicted_blocked_fraction,predicted_tool_blocked_fraction,estimated_remote_kv_pressure,estimated_remote_context_bytes,feature_sources_json
aligned_v10_stratified:ts128:al16:er2:arrbursty:mem16,128,16,2,16,bursty,8.0,8.0,1.0,1.0,0.631263018091612,"{""astropy"": 0.109375, ""django"": 0.890625}",0.9504394358247856,2.0209105014801025,1.2437007931352573,2.0501136898994314,0.5668283078355181,0.4331716921644819,1.3329423937095957,4.969338609541377,14587.0,0.9898925615754286,4447504.0,1021621.0,326364946432,661.5,0.631263018091612,2,0.8412698412698413,10.3359375,10.3359375,3.582929230411205,0.7085353847943976,0.7085353847943976,151.97552108764648,326364946432.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er2:arrbursty:mem64,128,16,2,64,bursty,8.0,8.0,4.0,1.0,0.7237102190882413,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9607832758199601,1.8786940574645996,1.5329418055573654,4.731964111328125,0.6147196485310626,0.38528035146893724,1.680652367850935,4.896566523754613,15172.0,0.9909052511018234,5132494.0,959221.0,362490920960,672.0,0.7237102190882413,2,0.7991071428571429,10.5,10.5,3.4632008786723434,0.7683995606638283,0.7683995606638283,42.19949722290039,362490920960.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er2:arrclosed_loop:mem32,128,16,2,32,closed_loop,8.0,8.0,2.0,0.2,0.7636099215748868,"{""astropy"": 0.0703125, ""django"": 0.9296875}",0.950264177202473,1.9641282558441162,1.0527864208335223,1.6615867614746094,0.5255915261780139,0.47440847382198603,1.5117085476451937,5.180255315799622,15413.0,0.9910627692217234,5082997.0,1079101.0,366704672768,676.0,0.7636099215748868,2,0.7781065088757396,10.5625,10.5625,3.0962577950261707,0.5518711024869146,0.5518711024869146,85.38008499145508,366704672768.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er2:arrpoisson:mem64,128,16,2,64,poisson,8.0,8.0,4.0,0.55,0.7228180694579707,"{""astropy"": 0.0703125, ""django"": 0.9296875}",0.8774942546397028,1.5913787603378302,1.417609366957204,3.936257839202881,0.617666824982328,0.3823331750176719,1.8100880395549062,5.045313438020681,15238.0,0.9908606256204489,4812182.0,1209738.0,358487277568,673.5,0.7228180694579707,2,0.799554565701559,10.5234375,10.5234375,3.1448079731652037,0.7025960134173982,0.7025960134173982,41.73341178894043,358487277568.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er2:arrpoisson:mem8,128,16,2,8,poisson,8.0,8.0,0.5,0.55,0.6816559115981192,"{""astropy"": 0.0859375, ""django"": 0.9140625}",0.9342709363224995,1.9641282558441162,1.475196278566285,4.272660255432129,0.6122499901433093,0.3877500098566908,1.5866937926419946,4.88659451321974,14834.0,0.9964927325980438,4385156.0,964122.0,317485285376,664.0,0.6816559115981192,2,0.8192771084337349,10.375,10.375,3.157131272423971,0.6964343637880143,0.6964343637880143,295.68121337890625,317485285376.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrbursty:mem32,128,16,4,32,bursty,8.0,4.0,2.0,1.0,0.5164691553658014,"{""astropy"": 0.0390625, ""django"": 0.9609375}",0.9055822771760091,1.7853877544403076,1.1303416235437653,3.936257839202881,0.555198366276926,0.4448016337230739,1.3942294234262684,4.721279830278907,14074.0,0.9965622923201586,4547359.0,971599.0,326595010560,649.0,0.5164691553658014,2,0.884437596302003,10.140625,10.140625,7.22400816861537,0.6939979578461575,0.6939979578461575,38.020663261413574,326595010560.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrbursty:mem64,128,16,4,64,bursty,8.0,4.0,4.0,1.0,0.6283903499833761,"{""astropy"": 0.09375, ""django"": 0.90625}",0.9377898159370508,1.8728022098541266,1.3103024770913487,4.236275625228887,0.5828508380882547,0.4171491619117454,1.4804249454621263,4.837313746635341,14855.0,0.9885144925390293,5311299.0,1031992.0,377594929152,666.5,0.6283903499833761,2,0.8424606151537885,10.4140625,10.4140625,7.085745809558727,0.7285635476103183,0.7285635476103183,21.978917598724365,377594929152.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrbursty:mem8,128,16,4,8,bursty,8.0,4.0,0.5,1.0,0.7412293031463535,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9289275713275915,1.886343240737915,1.616463952731592,2.1799981594085693,0.6350551329540796,0.36494486704592044,1.5656001808826843,4.8033758546935825,15458.0,0.994206024958848,5130131.0,1261430.0,378745192448,679.0,0.7412293031463535,2,0.7901325478645066,10.609375,10.609375,6.824724335229602,0.7938189161925995,0.7938189161925995,176.36697387695312,378745192448.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrclosed_loop:mem16,128,16,4,16,closed_loop,8.0,4.0,1.0,0.2,0.6555173808529743,"{""astropy"": 0.078125, ""django"": 0.921875}",0.8965072325528071,1.8089306354522705,1.3835840707841112,3.936257839202881,0.6068108188295938,0.39318918117040613,1.7202128829039893,4.999705896480395,14826.0,0.9932300880634414,4384204.0,1144159.0,328813248512,665.5,0.6555173808529743,2,0.830954169797145,10.3984375,10.3984375,5.851394560915707,0.6371513597710735,0.6371513597710735,76.55780029296875,328813248512.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrclosed_loop:mem32,128,16,4,32,closed_loop,8.0,4.0,2.0,0.2,0.6804710541354339,"{""astropy"": 0.1015625, ""django"": 0.8984375}",0.9363517392505039,1.876427412033081,1.2050182680077908,1.8273806810379096,0.5627323927781342,0.4372676072218658,1.5295007113610992,5.317786192918422,14893.0,0.9880885741170213,5081636.0,1007589.0,363154448384,666.0,0.6804710541354339,2,0.8198198198198198,10.40625,10.40625,6.036523950331836,0.590869012417041,0.590869012417041,42.27674198150635,363154448384.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrclosed_loop:mem64,128,16,4,64,closed_loop,8.0,4.0,4.0,0.2,0.6289626548489547,"{""astropy"": 0.0859375, ""django"": 0.9140625}",0.890399401927693,1.589147686958313,1.4543706798192226,1.816089153289795,0.6202615306041769,0.37973846939582323,1.607022137561843,5.033994986887319,14804.0,0.9909455750290438,5017502.0,1029124.0,359488331776,665.5,0.6289626548489547,2,0.8422238918106687,10.3984375,10.3984375,5.794901571462458,0.6512746071343858,0.6512746071343858,20.92497491836548,359488331776.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrclosed_loop:mem8,128,16,4,8,closed_loop,8.0,4.0,0.5,0.2,0.7216319190852098,"{""astropy"": 0.0625, ""django"": 0.9375}",0.9040902031518017,1.7853877544403076,1.0183048184381345,2.2216526508331342,0.529706333506802,0.47029366649319804,1.3146663848585955,4.952173778065311,15326.0,0.990233273154442,4447206.0,1149494.0,334115790848,675.5,0.7216319190852098,2,0.8001480384900074,10.5546875,10.5546875,6.175233399271432,0.5561916501821421,0.5561916501821421,155.58478927612305,334115790848.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrpoisson:mem16,128,16,4,16,poisson,8.0,4.0,1.0,0.55,0.6581544826603877,"{""astropy"": 0.1171875, ""django"": 0.8828125}",0.8950449376171187,1.7002787232398986,1.7155561215474393,4.272660255432129,0.6571498603836657,0.3428501396163342,1.6776040362418916,4.671442986159826,14718.0,0.9880222429811559,5032838.0,1042591.0,362239696896,661.0,0.6581544826603877,2,0.829803328290469,10.328125,10.328125,6.109968135254321,0.7475079661864198,0.7475079661864198,84.34050178527832,362239696896.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
aligned_v10_stratified:ts128:al16:er4:arrpoisson:mem64,128,16,4,64,poisson,8.0,4.0,4.0,0.55,0.6792904407743652,"{""astropy"": 0.109375, ""django"": 0.890625}",0.9491671114981531,1.9641282558441162,1.6376261964642624,1.8913660049438477,0.6330719162692592,0.36692808373074076,1.7266852592096122,4.964305206645182,14963.0,0.9937130051178845,4740557.0,1083061.0,345797279744,668.0,0.6792904407743652,2,0.8203592814371258,10.4375,10.4375,6.21952278097487,0.7201193047562823,0.7201193047562823,20.128050804138184,345797279744.0,"{""config"": [""total_sessions"", ""active_session_limit"", ""effective_regions"", ""memory_budget_gb"", ""arrival_pattern""], ""policy_outcome"": [], ""predicted"": [""predicted_arrival_burstiness"", ""predicted_ready_depth"", ""predicted_blocked_fraction"", ""predicted_tool_blocked_fraction"", ""estimated_remote_kv_pressure"", ""estimated_remote_context_bytes""], ""trace"": [""trace_llm_time_mean"", ""trace_tool_time_mean"", ""trace_mix_instance_entropy"", ""repo_family_distribution"", ""context_reuse_tokens"", ""shared_context_ratio""]}"
