event_id,policy,predicted_artifact,launched,reason,expected_benefit,expected_cost,safety_level,snapshot_hash
astropy__astropy-12907:b2:tool8,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.013450351339101302,0.023,READ_ONLY_ARTIFACT,f40870612cbc8489
astropy__astropy-12907:b2:tool8,stp_ae_sandbox,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,low_confidence,0.009556828583045662,0.083,READ_ONLY_ARTIFACT,f40870612cbc8489
astropy__astropy-12907:b3:tool3,stp_ae_top1,DIRECTORY_LISTING:.:*,true,launched,0.36113862207491104,0.023,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,false,not_selected,0.2916888870605051,0.023,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_top1,FILE_CONTENT:reproduce_issue.py:*,false,not_selected,0.1666793640345743,0.028,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,0.36113862207491104,0.023,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,true,launched,0.2916888870605051,0.023,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_top3_budgeted,FILE_CONTENT:reproduce_issue.py:*,true,launched,0.1666793640345743,0.028,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.36113862207491104,0.023,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.2916888870605051,0.023,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool3,stp_ae_sandbox,FILE_CONTENT:reproduce_issue.py:*,false,low_confidence,0.1666793640345743,0.028,READ_ONLY_ARTIFACT,d977446443bef912
astropy__astropy-12907:b3:tool7,stp_ae_top1,FILE_CONTENT:astropy/modeling/separable.py:*,true,launched,0.19222684762958941,0.028,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_top1,DIRECTORY_LISTING:.:*,false,not_selected,0.06763537231411479,0.023,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_top1,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,not_selected,0.048056711907397354,0.083,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_top3_budgeted,FILE_CONTENT:astropy/modeling/separable.py:*,true,launched,0.19222684762958941,0.028,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,0.06763537231411479,0.023,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_top3_budgeted,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,not_selected,0.048056711907397354,0.083,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_sandbox,FILE_CONTENT:astropy/modeling/separable.py:*,false,low_confidence,0.19222684762958941,0.028,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.06763537231411479,0.023,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool7,stp_ae_sandbox,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,low_confidence,0.048056711907397354,0.083,READ_ONLY_ARTIFACT,277d1717791501ae
astropy__astropy-12907:b3:tool9,stp_ae_top1,FILE_CONTENT:astropy/modeling/separable.py:*,true,launched,0.1938665182786083,0.028,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_top1,DIRECTORY_LISTING:.:*,false,not_selected,0.06821229346839922,0.023,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_top1,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,not_selected,0.04846662956965207,0.083,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_top3_budgeted,FILE_CONTENT:astropy/modeling/separable.py:*,true,launched,0.1938665182786083,0.028,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,0.06821229346839922,0.023,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_top3_budgeted,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,not_selected,0.04846662956965207,0.083,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_sandbox,FILE_CONTENT:astropy/modeling/separable.py:*,false,low_confidence,0.1938665182786083,0.028,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.06821229346839922,0.023,READ_ONLY_ARTIFACT,ff89517b120bc1f1
astropy__astropy-12907:b3:tool9,stp_ae_sandbox,PYTHON_INSPECTION_RESULT:.:python_inspect:python reproduce_issue.py:0e557e2abf644304,false,low_confidence,0.04846662956965207,0.083,READ_ONLY_ARTIFACT,ff89517b120bc1f1
django__django-11815:b0:tool5,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.05414900536630668,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,low_confidence,0.017491953980688955,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_top1,FILE_CONTENT:models.py:*,false,low_confidence,0.013233043446260341,0.028,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.05414900536630668,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,false,low_confidence,0.017491953980688955,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_top3_budgeted,FILE_CONTENT:models.py:*,false,low_confidence,0.013233043446260341,0.028,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.05414900536630668,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_sandbox,DIRECTORY_LISTING:tests:*,false,low_confidence,0.017491953980688955,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool5,stp_ae_sandbox,FILE_CONTENT:models.py:*,false,low_confidence,0.013233043446260341,0.028,READ_ONLY_ARTIFACT,8313a3b9f916e66d
django__django-11815:b0:tool6,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.052959194711834114,0.023,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,low_confidence,0.0171076050333172,0.023,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_top1,FILE_CONTENT:manage.py:*,false,low_confidence,0.012495989763466477,0.028,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.052959194711834114,0.023,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,false,low_confidence,0.0171076050333172,0.023,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_top3_budgeted,FILE_CONTENT:manage.py:*,false,low_confidence,0.012495989763466477,0.028,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.052959194711834114,0.023,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_sandbox,DIRECTORY_LISTING:tests:*,false,low_confidence,0.0171076050333172,0.023,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b0:tool6,stp_ae_sandbox,FILE_CONTENT:manage.py:*,false,low_confidence,0.012495989763466477,0.028,READ_ONLY_ARTIFACT,71d80a9ec8f7a112
django__django-11815:b1:tool5,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.04604134768711289,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.042328335776861854,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_top1,GREP_INDEX:def parse_http_date:20,false,low_confidence,0.013366842876903744,0.038000000000000006,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.04604134768711289,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.042328335776861854,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_top3_budgeted,GREP_INDEX:def parse_http_date:20,false,low_confidence,0.013366842876903744,0.038000000000000006,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.04604134768711289,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.042328335776861854,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool5,stp_ae_sandbox,GREP_INDEX:def parse_http_date:20,false,low_confidence,0.013366842876903744,0.038000000000000006,READ_ONLY_ARTIFACT,c3de79f947b134b0
django__django-11815:b1:tool6,stp_ae_top1,DIRECTORY_LISTING:.:*,true,launched,2.447575185574333,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,not_selected,1.6037764343831815,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_top1,DIRECTORY_LISTING:django:*,false,not_selected,1.123202311188221,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,2.447575185574333,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,true,launched,1.6037764343831815,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_top3_budgeted,DIRECTORY_LISTING:django:*,true,launched,1.123202311188221,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,2.447575185574333,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_sandbox,DIRECTORY_LISTING:tests:*,false,low_confidence,1.6037764343831815,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b1:tool6,stp_ae_sandbox,DIRECTORY_LISTING:django:*,false,low_confidence,1.123202311188221,0.023,READ_ONLY_ARTIFACT,8354747fbcac8d20
django__django-11815:b2:tool2,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,true,launched,0.05194903057526777,0.023,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_top1,GREP_INDEX:.:default=Status,false,not_selected,0.029736341639636038,0.038000000000000006,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_top1,DIRECTORY_LISTING:.:*,false,not_selected,0.02937807246325488,0.023,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,true,launched,0.05194903057526777,0.023,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_top3_budgeted,GREP_INDEX:.:default=Status,false,not_selected,0.029736341639636038,0.038000000000000006,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,0.02937807246325488,0.023,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.05194903057526777,0.023,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_sandbox,GREP_INDEX:.:default=Status,false,low_confidence,0.029736341639636038,0.038000000000000006,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool2,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.02937807246325488,0.023,READ_ONLY_ARTIFACT,30739c9d8803691f
django__django-11815:b2:tool7,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.05291506634098185,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,low_confidence,0.019257065282319345,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_top1,FILE_CONTENT:patch.txt:*,false,low_confidence,0.014400935776343162,0.028,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.05291506634098185,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,false,low_confidence,0.019257065282319345,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_top3_budgeted,FILE_CONTENT:patch.txt:*,false,low_confidence,0.014400935776343162,0.028,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.05291506634098185,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_sandbox,DIRECTORY_LISTING:tests:*,false,low_confidence,0.019257065282319345,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool7,stp_ae_sandbox,FILE_CONTENT:patch.txt:*,false,low_confidence,0.014400935776343162,0.028,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
django__django-11815:b2:tool8,stp_ae_top1,FILE_CONTENT:patch.txt:*,false,low_confidence,0.04685272413866107,0.028,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.019521968391108778,0.023,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_top1,GIT_DIFF:.:*,false,low_confidence,0.01626830699259065,0.038000000000000006,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_top3_budgeted,FILE_CONTENT:patch.txt:*,false,low_confidence,0.04685272413866107,0.028,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.019521968391108778,0.023,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_top3_budgeted,GIT_DIFF:.:*,false,low_confidence,0.01626830699259065,0.038000000000000006,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_sandbox,FILE_CONTENT:patch.txt:*,false,low_confidence,0.04685272413866107,0.028,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.019521968391108778,0.023,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b2:tool8,stp_ae_sandbox,GIT_DIFF:.:*,false,low_confidence,0.01626830699259065,0.038000000000000006,READ_ONLY_ARTIFACT,f40870612cbc8489
django__django-11815:b3:tool7,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.02642815453665597,0.023,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_top1,GREP_INDEX:.:default=,false,low_confidence,0.020048944820911428,0.038000000000000006,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_top1,GREP_INDEX:.:default=Enum\[,false,low_confidence,0.017132734665142493,0.038000000000000006,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.02642815453665597,0.023,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_top3_budgeted,GREP_INDEX:.:default=,false,low_confidence,0.020048944820911428,0.038000000000000006,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_top3_budgeted,GREP_INDEX:.:default=Enum\[,false,low_confidence,0.017132734665142493,0.038000000000000006,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.02642815453665597,0.023,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_sandbox,GREP_INDEX:.:default=,false,low_confidence,0.020048944820911428,0.038000000000000006,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool7,stp_ae_sandbox,GREP_INDEX:.:default=Enum\[,false,low_confidence,0.017132734665142493,0.038000000000000006,READ_ONLY_ARTIFACT,277d1717791501ae
django__django-11815:b3:tool8,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,true,launched,0.04622431534987229,0.023,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_top1,GREP_INDEX:.:default=,false,not_selected,0.03506672198955829,0.038000000000000006,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_top1,DIRECTORY_LISTING:.:*,false,not_selected,0.02614064730130709,0.023,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,true,launched,0.04622431534987229,0.023,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_top3_budgeted,GREP_INDEX:.:default=,false,not_selected,0.03506672198955829,0.038000000000000006,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,0.02614064730130709,0.023,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.04622431534987229,0.023,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_sandbox,GREP_INDEX:.:default=,false,low_confidence,0.03506672198955829,0.038000000000000006,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11815:b3:tool8,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.02614064730130709,0.023,READ_ONLY_ARTIFACT,18f14a6d14cebc7c
django__django-11848:b0:tool5,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,true,launched,0.04084606986632322,0.023,READ_ONLY_ARTIFACT,8313a3b9f916e66d
