segment_id,segment_type,length,start_pos,fanout,access_count,exact_prefix_reusable,kv_bytes,repeated_prefill_tokens,exact_prefix_reusable_tokens
b4d1828cfa627b9e7a83ae69,history,1176,2884,5,5,True,67436544,4704,1176
3e5ea4e16a1921c138b779c9,repo,51,4060,4,4,True,2924544,153,51
f746da6d2423bce7ed18ae8f,history,1176,4111,4,4,True,67436544,3528,1176
5139342e8d27e2e9fabb8c30,repo,46,5287,3,3,True,2637824,92,46
8ddfd5f5c3b6c417e660cca4,history,29,5333,3,3,True,1662976,58,29
d58d5cebbc78f17f9389b2ae,repo,70,5362,2,2,True,4014080,70,70
e0516affa2648848aea51e46,history,29,5432,2,2,True,1662976,29,29
e8bc34e230a8e424fc0e58a4,repo,69,5461,1,1,True,3956736,0,0
8c658f18431200211ff73db2,history,133,5530,1,1,True,7626752,0,0
3f467de4f5d0701abdacfc62,repo,1458,111,10,10,True,83607552,13122,1458
6b0d577c70aab7c81406f192,repo,76,1569,9,9,True,4358144,608,76
00e3ef4a9a1eeb72f49a7371,history,29,1645,9,9,True,1662976,232,29
236036e6be809c526e235166,repo,65,1674,8,8,True,3727360,455,65
0af070647d605d88d194b1de,history,29,1739,8,8,True,1662976,203,29
33fe9ad6fc9467cfd7d2d0d5,repo,82,1768,7,7,True,4702208,492,82
40c17e80c9521ae15d8bdf7a,history,29,1850,7,7,True,1662976,174,29
0a029a46d6d86c3365996dbb,repo,79,1879,6,6,True,4530176,395,79
6a9830b5b257ce35beff19e2,history,29,1958,6,6,True,1662976,145,29
015029b0354e27522192b4dd,repo,83,1987,5,5,True,4759552,332,83
baf57cb2e367057b476d5a94,history,31,2070,5,5,True,1777664,124,31
f3f6b30c514af0522f05b1d3,repo,84,2101,4,4,True,4816896,252,84
67c170688fde7b59023835c8,repo,2590,2185,4,4,True,148520960,7770,2590
864a4550da631037141557e7,repo,130,4775,3,3,True,7454720,260,130
577be41c9c7bb410b08840fe,history,29,4905,3,3,True,1662976,58,29
a03fd6a1ec93dcb637024e7a,repo,67,4934,2,2,True,3842048,67,67
1651edd4553279ddbb5273b8,history,29,5001,2,2,True,1662976,29,29
a4430db9a140333034bae87c,repo,71,5030,1,1,True,4071424,0,0
e65abd594ef7cf97ee4233d4,history,29,5101,1,1,True,1662976,0,0
b338f155300a173cd804ede6,repo,1902,111,9,9,True,109068288,15216,1902
20586c47e8d1a00ea4f84197,repo,120,2013,8,8,True,6881280,840,120
edde433319ceb7457bd963c4,repo,2466,2133,8,8,True,141410304,17262,2466
fcb6c37bec784e5f273111e7,repo,110,4599,7,7,True,6307840,660,110
ffe29476adad0e2ddde986e1,repo,166,4709,7,7,True,9519104,996,166
a627f6c66562887c8cedb559,repo,127,4875,6,6,True,7282688,635,127
ba91d7dc7d0b2798a2a65eb7,repo,1395,5002,6,6,True,79994880,6975,1395
f3f31a2b9ebd4e87da2276ec,repo,131,6397,5,5,True,7512064,524,131
dcc75d97ef0a041c01b9f949,history,33,6528,5,5,True,1892352,132,33
935fe2548b7e3bb13a7f16cf,repo,131,6561,5,5,True,7512064,524,131
72b097a954c13c5e0ec626b8,repo,111,6692,4,4,True,6365184,333,111
2512091de4e1fb6cf8bc8abd,history,33,6803,4,4,True,1892352,99,33
c48df9720c471377bec28232,repo,111,6836,3,3,True,6365184,222,111
f99a807d33184fde73f99798,history,15,6947,3,3,True,860160,30,15
e261eaca98d5334596a15b13,repo,77,6962,2,2,True,4415488,77,77
101cc683c312229a88642c12,history,39,7039,2,2,True,2236416,39,39
7839ca1a8cd6b354f0562bd9,repo,86,7078,1,1,True,4931584,0,0
709c3f53d1280121fb8ef5d2,history,39,7164,1,1,True,2236416,0,0
